"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-848","ACOAGRO, S. COOP.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",13/10/09
"EXT-042","ACOBA S. COOP. ""ASOCIACIÓN DE COOPERATIVAS DE BADAJOZ""","BADAJOZ","MERIDA","06800","Segundo Grado",16/02/98
"SMT-1352","ACOPAEX SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Segundo Grado",20/03/91
"EXT-1144","ACUPUNTURA Y SALUD, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/05/17
"EXT-1273","AGUACATE RESTAURACIÓN, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",25/11/21
"EXT-909","AL SUR RESTAURACION, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",15/02/11
"EXT-890","AQUISUEMPRESA.COM, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",24/08/10
"EXT-1094","ATENEA5, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/03/16
"EXT-739","AUTOGOLPE SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/00
"EXT-1074","BARDOM, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",03/07/15
"EXT-1204","BELEZA E SAÚDE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",12/04/19
"EXT-1271","BERLINEX, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",25/10/21
"EXT-1228","BISHAMONTEN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",14/10/19
"EXT-1245","BRASERIA PUERTA LA VILLA, SOCIEDAD COOPERTIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",08/07/20
"EXT-1243","BRIKOMÉRIDA, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",24/06/20
"EXT-1104","CASA PEKÍN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/05/16
"EXT-952","CAYPRESUR, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",19/04/12
"EXT-950","CENTRO DE ESTUDIOS INK, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Enseñanza",30/03/12
"EXT-1188","CENTRO DE RESPALDO EMPRESARIAL, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",24/08/18
"06/BA-610","CENTURIA DE MERIDA, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",11/11/93
"EXT-1282","CHICA, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",10/05/22
"EXT-1261","COCEDERO RIGON 2021, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",08/04/21
"EXT-1139","COMBUSTIBLES MÉRIDA, S. COOP.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Consumidores y Usuarios",07/10/94
"EXT-851","COMMODITIES EXTREMADURA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",22/10/09
"06/BA-421","CONSTRUCCIONES LA ANTIGUA, SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",09/02/90
"EXT-1036","CONSULTING COMPANY, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",02/06/14
"EXT-990","CONSULTORIA & AUDITORIA DE LA RSCE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",02/04/13
"EXT-821","CONTENEDORES Y MEDIO AMBIENTE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",12/05/09
"3233","COOP. DE CONSUMO DE TRANSPORTES SANTA EULALIA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Consumidores y Usuarios",10/10/46
"BA-217","COOPERATIVA DE AMBULANCIAS SANTA EULALIA, S. COOP. LTDA.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",06/11/84
"BA-342","COOPERATIVA DE AUTOBUSES DE BADAJOZ, SOCIEDAD COOPERATIVA LIMITADA (COABA)","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Servicios",10/11/87
"SMT-1517","COOPERATIVA DE VIVIENDAS PARA EMPLEADOS DE LA CC.AA. EXTREMEÑA, S. COOP.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Viviendas",13/11/92
"ACE-002","COOPERATIVAS AGRO-ALIMENTARIAS EXTREMADURA, UNIÓN DE COOP.","BADAJOZ","MERIDA","06800","Asociación o Union de Cooperativas",27/11/90
"EXT-1224","DESCONECT@, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",23/09/19
"BA-120","DETERGENTES COOPERATIVOS DE EXTREMADURA, S. COOP. LTDA.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",03/06/82
"EXT-1025","DRESS CODES, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",05/02/14
"EXT-894","EDUCAEMERITA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",13/10/10
"EXT-1046","EL CABO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/08/14
"SMT-1052","EL CALAVERON, SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",10/02/88
"EXT-182","EL ESCOBAR, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",12/05/93
"EXT-1115","EL PIMENTÓN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",19/07/16
"EXT-1244","EL PUCHERO DE LA NIETA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",08/07/20
"EXT-1270","EL TEMPLO DE LOS ARROCES, SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",24/09/21
"EXT-1262","EL TEMPLO, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",12/04/21
"EXT-999","EL UNIVERSO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",23/08/13
"EXT-1222","EMERITA CLEAN, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",30/08/19
"EXT-1102","EMPRENDICIENCIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",18/05/16
"EXT-1291","ENERGÍA ENVERDE EXTREMADURA, SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Consumidores y Usuarios",29/07/22
"BA-119","ENVASES COOPERATIVOS DE EXTREMADURA, S. COOP. LTDA.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",03/06/82
"EXT-972","ESAPA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/11/12
"EXT-1220","ESPECIALISTAS DEL GRANITO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",29/07/19
"EXT-872","ESTONE, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Cooperación y Colaboración Empresarial",29/03/10
"06/BA-420","ESTUDIO-2, SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",09/02/90
"EXT-1110","EUROMEDITERRÁNEA SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",11/07/16
"EXT-047","EUROMIEL, S. COOP. DE SEGUNDO GRADO","BADAJOZ","MERIDA","06800","Segundo Grado",12/09/01
"06/BA-369","EXTREMEÑA DE TELECOMUNICACIONES, S. COOP. LTDA.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/07/89
"EXT-978","FORO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-364","FRUTAEX SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",24/03/98
"EXT-1063","GESTIÓN DE CAPITAL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",13/01/15
"EXT-1017","GESTION DE SERVICIOS INTEGRALES SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",27/11/13
"EXT-1221","GLADIUM, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",13/08/19
"EXT-1272","GOL TECNOLOGÍA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",09/11/21
"EXT-897","GOLD, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",02/11/10
"EXT-1091","GRUPO BILDERBERG, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",05/02/16
"EXT-1111","GRUPO CUATRO ESTACIONES, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",13/07/16
"EXT-937","GRUPO EL MUNDO SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",09/11/11
"EXT-938","GRUPO EXPANSIÓN SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",11/11/11
"EXT-1066","GRUPO MC, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/02/15
"EXT-1005","GRUPO MERIDA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",09/10/13
"EXT-1020","GRUPO ORO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",23/12/13
"EXT-981","GRUPO SOL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-1185","HABITO ACTIVOS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",08/08/18
"EXT-1136","HABITUS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/01/17
"EXT-1186","HERRAMIENTAS Y MAQUINARIA, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",13/08/18
"EXT-1037","HOME MARKET, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",03/06/14
"EXT-1236","HOSTEL FLX, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",30/01/20
"EXT-1010","IBERAGRO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",25/10/13
"EXT-035","IBERGENETICA EXTREMEÑA, S. COOP.","BADAJOZ","MERIDA","06800","Segundo Grado",07/02/00
"EXT-1281","IBERO LUSO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",11/04/22
"EXT-1289","IMPORIBERIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",18/07/22
"EXT-1002","INSERT COIN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/09/13
"EXT-1132","INSPIRACIÓN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",22/11/16
"EXT-1057","INVERSIL, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",28/11/14
"EXT-841","ISHTAR, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/09/09
"EXT-1143","LAS NIÑAS, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",30/03/17
"EXT-1103","LAS TRES BBB, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/05/16
"EXT-1135","LINZHENG & LINSHENG, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",21/12/16
"EXT-997","LOS CHIVÉ, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",06/08/13
"EXT-810","LOS SARDINEROS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",02/03/09
"EXT-1085","LUSITANIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/11/15
"EXT-1226","LUSO INVERSIONES, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",04/10/19
"EXT-1142","MAITREYA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",24/03/17
"EXT-725","MÉRIDA TRANS, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Transportistas",07/03/08
"EXT-1117","MORFEO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",28/07/16
"EXT-1056","MULTISERVICIOS EXTREMEÑOS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",14/11/14
"EXT-032","NATURALEZA ALIMENTARIA EXTREMEÑA, S. COOP.","BADAJOZ","MERIDA","06800","Segundo Grado",05/10/99
"EXT-1287","NEXTWORKING, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",27/06/22
"EXT-1134","NOT-ATELIER, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",05/12/16
"EXT-1192","NUEVOS HOSTELEROS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",27/11/18
"EXT-1141","POCOS PELOS, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",23/03/17
"EXT-1053","POLLOS ASADOS EMERITA SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",10/11/14
"EXT-1162","PREXENZ, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",05/03/18
"EXT-085","PRODHIES S. COOP.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",04/12/03
"EXT-892","PROSERPINA SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Enseñanza",31/08/10
"EXT-1167","QINGTIAN, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",16/04/18
"EXT-949","RADIO TAXI MÉRIDA, SOCIEDAD COOPERATIVA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Servicios",09/03/12
"EXT-974","RECAMBIOS RM, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",29/11/12
"EXT-996","REPARAEX EMPRESA DE SERVICIOS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",15/07/13
"EXT-1240","RESTAUREX, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",28/02/20
"EXT-492","ROGRASA, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",25/02/00
"EXT-984","ROTRAMER, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"EXT-983","SANTA EULALIA BIO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",07/02/13
"BA-221","SIDEROMETALÚRGICA SANTA EULALIA, S. COOP. LTDA.","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",24/01/85
"EXT-1137","SILOS BULK, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",20/01/17
"EXT-019","SOCIEDAD COOPERATIVA AGRÍCOLA ""COFRUITS""","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",12/04/93
"EXT-907","SOCIEDAD COOPERATIVA DE MAQUINARIA CERRO GORDO","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",15/02/11
"EXT-122","SOCIEDAD COOPERATIVA DE TRANSPORTES EXTREMEÑOS, ""COTE""","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Transportistas",14/12/66
"EXT-076","SOCIEDAD COOPERATIVA EL RINCÓN DE VALDEPALACIOS","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",23/06/03
"EXT-608","SOCIEDAD COOPERATIVA LIMITADA DE ENSEÑANZA ANOMÍA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",22/02/84
"EXT-700","SOCIEDAD COOPERATIVA LIMITADA DOCENTE SAN JUAN BOSCO DE MERIDA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Enseñanza",25/06/82
"EXT-1123","SOCIEDAD COOPERATIVA LIMITADA DOCENTE SANTA EULALIA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Enseñanza",16/03/84
"BA-336","SOCIEDAD COOPERATIVA LIMITADA DOCENTE SANTO ÁNGEL DE MÉRIDA","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Enseñanza",25/06/87
"06/BA-800","SOCIEDAD COOPERATIVA SADEX FUTURO","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",21/09/98
"EXT-341","SOCIEDAD COOPERATIVA SAN JOSE DE CALAMONTE","BADAJOZ","MERIDA","06800","Sociedades Cooperativas Agroalimentarias",04/03/80
"EXT-1233","SOY TU GESTOR, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",17/01/20
"EXT-1078","SUMINISTROS EXTREM-AGRO, S. COOP. ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",06/08/15
"EXT-951","THE WORLD, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",02/04/12
"EXT-1218","THEMIS, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",19/07/19
"EXT-1227","TINTORETO, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",14/10/19
"ACE-001","UNIÓN DE COOPERATIVAS DE TRABAJO ASOCIADO DE EXTREMADURA (UCETA)","BADAJOZ","MERIDA","06800","Asociación o Union de Cooperativas",18/04/88
"ACE-005","UNIÓN DE COOPERATIVAS DE TRANSPORTE DE EXTREMADURA (UCOTRANEX)","BADAJOZ","MERIDA","06800","Asociación o Union de Cooperativas",14/06/89
"EXT-1173","WIRESHART, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",08/05/18
"EXT-1225","XU SHENG, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MERIDA","06800","Sociedades Cooperativas de Trabajo Asociado",30/09/19
"EXT-1016","CEDISAD MIRANDILLA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MIRANDILLA","06891","Sociedades Cooperativas de Trabajo Asociado",27/11/13
"EXT-1238","EL PICONERO, S. COOP. ESPECIAL","BADAJOZ","MIRANDILLA","06891","Sociedades Cooperativas de Trabajo Asociado",03/02/20
"EXT-653","ASESORAMIENTOS DEL SUR S. COOP. LTDA.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",18/10/01
"EXT-496","CABARCO, S. COOP.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",14/07/99
"EXT-396","COMOSUREX, S. COOP.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Servicios",23/05/00
"EXT-363","MADERAS FERREIRA S. COOP. LTDA.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",29/11/93
"EXT-674","QUECNI S. COOP. LTDA.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",16/03/84
"EXT-1077","SALUD Y CONCIENCIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",06/08/15
"06/BA-786","SAN PEDRO DE MONESTERIO, S. COOP. LTDA.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",28/04/98
"EXT-376","SOCIEDAD COOPERATIVA COGANEX","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas Agroalimentarias",12/12/95
"EXT-670","SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA-GANADERA SAN ISIDRO DE MONESTERIO","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas Agroalimentarias",15/04/80
"EXT-838","SURETRANS, S. COOP.","BADAJOZ","MONESTERIO","06260","Sociedades Cooperativas de Trabajo Asociado",20/09/00
"EXT-645","DOCENTES DE MONTEMOLIN, S. COOP. ESPECIAL","BADAJOZ","MONTEMOLIN","06291","Sociedades Cooperativas de Enseñanza",31/08/07
"EXT-336","LA MONTEMOLINESA SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","MONTEMOLIN","06291","Sociedades Cooperativas de Trabajo Asociado",08/05/81
"BA-208","SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA-GANADERA SAN BLAS DE MONTEMOLÍN","BADAJOZ","MONTEMOLIN","06291","Sociedades Cooperativas Agroalimentarias",06/08/84
"EXT-317","LA MILAGROSA DE MONTERRUBIO S. COOP. LTDA.","BADAJOZ","MONTERRUBIO DE LA SERENA","06427","Sociedades Cooperativas Agroalimentarias",01/07/91
"EXT-429","MONTSERENA, S. COOP. LTDA.","BADAJOZ","MONTERRUBIO DE LA SERENA","06427","Sociedades Cooperativas de Trabajo Asociado",24/02/88
"EXT-669","PLAMESOL S. COOP. LTDA.","BADAJOZ","MONTERRUBIO DE LA SERENA","06427","Sociedades Cooperativas de Trabajo Asociado",09/10/02
"EXT-263","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO ""LA UNIDAD""","BADAJOZ","MONTERRUBIO DE LA SERENA","06427","Sociedades Cooperativas Agroalimentarias",30/03/46
"EXT-617","SOCIEDAD COOPERATIVA PANIFICADORA NUESTRA SEÑORA DE CONSOLACIÓN","BADAJOZ","MONTERRUBIO DE LA SERENA","06427","Sociedades Cooperativas de Consumidores y Usuarios",20/09/76
"EXT-1151","UMM...TASTE SPAIN, S. COOP. ESPECIAL","BADAJOZ","MONTERRUBIO DE LA SERENA","06427","Cooperación y Colaboración Empresarial",14/09/17
"BA-163","AGROMETÁLICA EXTREMEÑA, S. COOP. LTDA.","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas de Trabajo Asociado",04/08/83
"EXT-081","ALGORCHA SOCIEDAD COOPERATIVA","BADAJOZ","MONTIJO","06480","Segundo Grado",07/12/99
"EXT-1213","ALONSO DE MENDOZA, SOCIEDAD COOPERATIVA","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas Agroalimentarias",24/06/19
"EXT-597","ARCO IRIS DE MONTIJO, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",11/12/92
"EXT-1184","BELLA CALEDONIA, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas de Trabajo Asociado",08/08/18
"EXT-1092","BICODICE SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas de Trabajo Asociado",01/03/16
"EXT-487","CHARCA DE LAS ENCANTADAS, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas de Explotación Comunitaria de la Tierra",24/03/03
"BA-296","EIDOS DE MONTIJO, S. COOP. LTDA.","BADAJOZ","MONTIJO","06480","Sociedades Cooperativas de Trabajo Asociado",10/09/86
